Name,Profile,Tier,Gold,Silver,Bronze,Points
Rajesh Arumugam,https://www.kaggle.com/varajesh,expert,0,0,2,221
Cole Harris,https://www.kaggle.com/dejavu,master,3,4,1,220
ghalib,https://www.kaggle.com/ghalib,master,1,2,3,220
HappyHour,https://www.kaggle.com/happyhour,expert,0,3,1,220
Vadim Kyssa,https://www.kaggle.com/kozlod,expert,0,1,1,220
Byron Galbraith,https://www.kaggle.com/bgalbraith,expert,0,2,1,220
kboom,https://www.kaggle.com/kboomer,expert,0,0,2,220
Christian Hirsch,https://www.kaggle.com/dollardollar,expert,0,0,2,220
alegro,https://www.kaggle.com/alegro,master,2,3,1,219
xbsd,https://www.kaggle.com/dasgupta,expert,0,1,1,219
Subhradeep Kayal,https://www.kaggle.com/deepkayal,expert,0,0,2,219
Antonis Nikitakis,https://www.kaggle.com/nikitakis,expert,0,1,1,219
welkinwdu,https://www.kaggle.com/welkinwdu,expert,0,1,1,219
lavi,https://www.kaggle.com/lavizhao,expert,0,1,1,218
Diego Espínola,https://www.kaggle.com/diegoee,expert,0,1,1,218
Corentin Lonjarret,https://www.kaggle.com/pqinnn,expert,0,2,2,218
Jingxiang Li,https://www.kaggle.com/jingxiangli,expert,0,0,2,218
Truyen Tran,https://www.kaggle.com/truyen,master,1,2,1,217
epave,https://www.kaggle.com/pavelerofeev,expert,0,0,3,217
Josep Marc Mingot,https://www.kaggle.com/mingot,master,1,3,0,217
fodroczy,https://www.kaggle.com/fodroczy,expert,1,1,0,217
Matt Krump,https://www.kaggle.com/matthewkrump,expert,0,3,1,217
Aditya Agrawal,https://www.kaggle.com/adiagrawal13,expert,0,1,1,217
YL Chen,https://www.kaggle.com/ylchen,expert,0,0,3,217
Peter Yu,https://www.kaggle.com/peteryu,expert,0,0,4,216
Jake D,https://www.kaggle.com/jakedub,expert,0,1,1,216
Tuphie,https://www.kaggle.com/tuphie,expert,0,2,0,216
Rory Chung,https://www.kaggle.com/rorysroes,expert,0,0,2,216
kwu2u,https://www.kaggle.com/kevinwu06,expert,0,1,1,216
Pascal,https://www.kaggle.com/pvkooten,master,1,1,0,215
Alex Stanciu,https://www.kaggle.com/alexcstanciu,expert,0,1,2,215
vojtekb,https://www.kaggle.com/vojtekb,master,3,6,2,214
Log0,https://www.kaggle.com/ericchio,expert,0,1,2,214
Vikram,https://www.kaggle.com/vikram08,expert,0,0,2,214
Chibberto,https://www.kaggle.com/chibberto,expert,0,0,4,214
yiannisg,https://www.kaggle.com/yiannisg,master,2,0,0,214
Alessandra,https://www.kaggle.com/alessandra,master,2,0,0,214
y_tag,https://www.kaggle.com/ytag33499,master,2,1,3,213
Jae Hyun Lim,https://www.kaggle.com/jaehyunlim,master,1,1,0,213
Vahid,https://www.kaggle.com/vaheed,expert,0,0,2,213
Paul Pai,https://www.kaggle.com/sakrapee,expert,0,1,1,213
sdadas,https://www.kaggle.com/sdadas,expert,0,2,1,212
SlaterVictoroff,https://www.kaggle.com/slatervictoroff,master,1,2,3,212
jiki,https://www.kaggle.com/jiki103869,expert,0,3,0,212
fisherman,https://www.kaggle.com/fisherman,expert,0,1,0,212
fjar,https://www.kaggle.com/fjarino,expert,0,0,2,212
SkynOcean,https://www.kaggle.com/skynocean,expert,0,0,4,212
Andres,https://www.kaggle.com/andrespl,expert,0,0,2,212
Art Vandelay,https://www.kaggle.com/arthvandelay,expert,0,2,0,212
David Zhang,https://www.kaggle.com/pthinker,expert,0,0,3,211
LukeHead,https://www.kaggle.com/mkozine,expert,0,1,2,211
Richard Walsh,https://www.kaggle.com/richardwalsh,expert,1,1,2,211
Luboš Motl,https://www.kaggle.com/lumajs,master,1,0,1,211
Adrián Melic,https://www.kaggle.com/adrianmelic,expert,0,1,1,211
RyosukeFukatani,https://www.kaggle.com/fukatani,expert,0,0,2,211
Dan Rasay,https://www.kaggle.com/danrasay,expert,0,2,0,210
emmanuelmanceau,https://www.kaggle.com/emanceau,expert,0,0,2,210
Michal Mrnustik,https://www.kaggle.com/mrnustik,expert,0,2,3,209
Mark Goldberg,https://www.kaggle.com/mgoldberg524,master,1,2,1,209
Azerty,https://www.kaggle.com/lpkronek,expert,0,2,0,209
asdf,https://www.kaggle.com/nbdyz0,expert,0,0,2,209
ignl,https://www.kaggle.com/keptavista,expert,0,1,1,209
Zstats,https://www.kaggle.com/zstats,expert,0,2,1,208
saurabh,https://www.kaggle.com/saurabhjaju,expert,0,1,1,208
lp74,https://www.kaggle.com/lucapolverini,expert,0,0,2,208
Dirk Nachbar,https://www.kaggle.com/dirknbr,master,1,2,9,207
Dominik Lewy,https://www.kaggle.com/sz3fkuchni,expert,0,1,1,207
ssu008,https://www.kaggle.com/ssu008,expert,0,0,1,207
Pankaj Mishra,https://www.kaggle.com/pankajmishra0,master,2,0,0,206
Zhao Yilong,https://www.kaggle.com/yilongzhao,expert,0,2,2,206
MD79,https://www.kaggle.com/mickael,expert,0,0,3,206
mels630,https://www.kaggle.com/mels630,expert,0,1,1,206
Lucía Cheung,https://www.kaggle.com/cheunglucia,expert,0,0,2,205
arnaudsj,https://www.kaggle.com/arnaudsj,master,1,0,1,205
LKP,https://www.kaggle.com/nitsanluke,expert,0,0,2,205
Dipanjan Paul,https://www.kaggle.com/dipanjanpaul,expert,0,1,1,205
Roger,https://www.kaggle.com/rongjian,expert,0,0,2,205
Dietmar Baum,https://www.kaggle.com/dietmarbaum,expert,0,2,1,204
Buzz Lightyear,https://www.kaggle.com/buzzlightyear,expert,0,2,0,204
Shi Cheng,https://www.kaggle.com/shicheng720,expert,0,0,2,204
Bhathiya Supun_110059X,https://www.kaggle.com/bhash90,expert,0,0,2,204
TobiRoby,https://www.kaggle.com/tobiri27,expert,0,1,1,204
EasyD,https://www.kaggle.com/dalanger,expert,0,1,2,203
Alex Millet,https://www.kaggle.com/amillet,expert,0,0,2,203
ToonRoge,https://www.kaggle.com/toonroge,expert,0,1,2,203
Chetan Ramaiah,https://www.kaggle.com/chetanra,master,1,2,0,202
nhatvo,https://www.kaggle.com/nhatvo,expert,0,4,2,202
badpipe,https://www.kaggle.com/badpipe,expert,0,1,1,202
Abhishek,https://www.kaggle.com/abhishekbarnwal,expert,0,0,2,201
ekta,https://www.kaggle.com/ektagolchha,expert,0,1,2,201
yeswell,https://www.kaggle.com/yeswell,expert,0,1,1,201
rikkitikkitavi,https://www.kaggle.com/rikkitikkitavi,expert,0,1,1,200
Elvis Murina,https://www.kaggle.com/elvism,expert,0,1,1,200
Jaysen Gillespie,https://www.kaggle.com/jaysen,master,1,3,1,199
Sovann Tong,https://www.kaggle.com/sovannt,expert,0,1,1,199
Sili Fan,https://www.kaggle.com/bigdatafan,expert,0,0,2,199
CKMtrees,https://www.kaggle.com/ivanvla,expert,0,1,1,199
Pavel,https://www.kaggle.com/chisquared,expert,1,0,2,198
dingh,https://www.kaggle.com/dingh87,expert,0,0,2,198
Brandon Veber,https://www.kaggle.com/bveber,expert,0,0,2,198
Triton-SD,https://www.kaggle.com/tritonsd,master,2,2,2,197
Marina,https://www.kaggle.com/marinasergeeva,expert,0,0,2,197
MaximeLouis,https://www.kaggle.com/maximelouis,expert,0,0,2,197
Oliver Obst,https://www.kaggle.com/evilrobots,expert,0,1,1,196
Echidna,https://www.kaggle.com/echidna0,master,1,3,0,196
oraz,https://www.kaggle.com/orazaro,expert,0,4,1,196
Radek Ostrowski,https://www.kaggle.com/radek1st,expert,0,0,2,196
Leslie Schradin,https://www.kaggle.com/leslieschradin,expert,0,1,1,196
RomanTeller,https://www.kaggle.com/romanteller,expert,0,2,0,195
Cronopio,https://www.kaggle.com/cronopio,expert,0,1,2,195
Lasse jazz,https://www.kaggle.com/lassereedtz,expert,0,2,1,195
TomoMotoFactory,https://www.kaggle.com/tomomotofactory,expert,0,1,1,195
The Red Rifle,https://www.kaggle.com/theredrifle,master,1,2,0,194
tdoyee,https://www.kaggle.com/tdoyee,expert,0,1,3,194
John,https://www.kaggle.com/jmannix,expert,0,1,2,194
TeamGreaterThanBrains,https://www.kaggle.com/teambiggerthanbrains,expert,0,0,2,194
joshnk,https://www.kaggle.com/chrisbrew,master,4,1,1,193
Pollux,https://www.kaggle.com/pollux,master,1,2,4,193
Michael 7402,https://www.kaggle.com/budiansky,master,2,2,2,193
Mforg,https://www.kaggle.com/mforg74911,expert,0,1,3,193
Mark Chan,https://www.kaggle.com/markchan,expert,0,0,2,193
Konstantin Slavnov,https://www.kaggle.com/kslavnov,expert,0,2,1,193
Kaoru Nasuno,https://www.kaggle.com/kaorunasuno,expert,0,2,0,193
MarkV,https://www.kaggle.com/marksv,expert,0,1,2,192
bart,https://www.kaggle.com/jpgomes,expert,0,2,1,192
totoro,https://www.kaggle.com/totoro1,master,2,1,1,192
Hanxiao Sun,https://www.kaggle.com/hanxiaosun,expert,2,0,0,192
kondiz,https://www.kaggle.com/kondiz,expert,0,3,0,192
Ben,https://www.kaggle.com/teamben,master,1,3,0,191
furiouseskimo,https://www.kaggle.com/shnthn,expert,0,4,0,191
Marco Lui,https://www.kaggle.com/marcolui,master,2,0,0,191
Pavel Tarasov,https://www.kaggle.com/mathematician,expert,0,1,1,191
vasax32,https://www.kaggle.com/vasax32,expert,0,0,2,191
scient1st,https://www.kaggle.com/scient1st,expert,0,1,1,191
Marjancek,https://www.kaggle.com/marjancek,expert,0,1,1,190
Cheng,https://www.kaggle.com/zhucheng484,expert,0,1,1,190
AlKhwarizmi,https://www.kaggle.com/alkhwarizmi,expert,0,1,1,189
Wenxiang Zhu,https://www.kaggle.com/zhuwenxiang,expert,0,3,0,189
Ottokar Tilk,https://www.kaggle.com/ottokar,expert,0,2,2,189
dcoey,https://www.kaggle.com/dominiccoey,master,1,1,0,189
Abecedarian,https://www.kaggle.com/center,expert,0,1,1,189
ody,https://www.kaggle.com/ody30357,expert,0,2,2,188
svm,https://www.kaggle.com/bhanupratap,expert,0,3,2,188
kinnskogr,https://www.kaggle.com/kinnskogr,expert,0,3,2,188
Jeanette,https://www.kaggle.com/jeanette,expert,0,3,0,188
Alayne,https://www.kaggle.com/alayne,expert,0,2,0,188
DeNeutoy,https://www.kaggle.com/markneumann,expert,0,0,2,188
Yue Zhao,https://www.kaggle.com/yzhao0527,expert,0,0,2,187
zyxn52,https://www.kaggle.com/zyxn52,expert,0,1,1,187
Aaron Polhamus,https://www.kaggle.com/aaronpolhamus,expert,0,1,1,187
db,https://www.kaggle.com/dbolotov,expert,0,1,1,187
gator,https://www.kaggle.com/gatorfl,expert,0,0,2,187
Lite Ye,https://www.kaggle.com/liteye,expert,0,2,0,187
Matthew Roos,https://www.kaggle.com/matthewroos,master,1,1,2,186
Chetan Nichkawde,https://www.kaggle.com/cnichkawde,expert,0,0,2,186
MichaelLiu,https://www.kaggle.com/fancyspeed,master,1,1,5,186
Yunwen Chen,https://www.kaggle.com/chenyw,expert,1,0,2,186
anton.bogatyy,https://www.kaggle.com/antonbogatyy,master,1,1,0,186
ltbs,https://www.kaggle.com/ltobalina,expert,0,1,3,186
Stacky,https://www.kaggle.com/mathiasmauchle,expert,0,0,2,186
Amundsen,https://www.kaggle.com/amundsen,expert,0,1,1,185
MLRush,https://www.kaggle.com/mlrush,master,1,2,1,185
Daniel Cabral,https://www.kaggle.com/danielc777888,expert,0,1,1,185
Shazan Jabbar,https://www.kaggle.com/shazanj,expert,0,0,2,185
tomerun,https://www.kaggle.com/tomerun,master,1,1,0,184
Joao Palotti,https://www.kaggle.com/themachinelearner,expert,0,3,1,184
harshil,https://www.kaggle.com/harshils,expert,0,0,2,184
JoAnn Alvarez,https://www.kaggle.com/joannalvarez,expert,0,1,1,184
LudieLi,https://www.kaggle.com/ludieli,master,2,2,1,183
Eleftherios Spyromitros-Xioufis,https://www.kaggle.com/lefman,master,1,0,2,183
GDI,https://www.kaggle.com/gdi90215,expert,0,1,2,183
Hendrik Weideman,https://www.kaggle.com/hendrikw,expert,0,1,2,183
Def Adt,https://www.kaggle.com/defadt,expert,0,1,1,183
Tomasz Tarczynski,https://www.kaggle.com/tomasztarczynski,expert,0,2,1,182
MKaa,https://www.kaggle.com/mkajava,expert,0,0,2,182
Mathieu Cliche,https://www.kaggle.com/mathieucliche,expert,0,2,2,182
jasiek,https://www.kaggle.com/jasiekgda,expert,0,1,1,182
D.O0v,https://www.kaggle.com/ozerov,expert,0,0,2,182
Amit_Weil,https://www.kaggle.com/amitweil,expert,0,0,2,182
Yotam Frank,https://www.kaggle.com/valkyre,expert,0,1,0,182
Prasad S Naik,https://www.kaggle.com/jyaangu,expert,0,1,2,181
anton,https://www.kaggle.com/anton14,expert,0,3,0,181
Quoc Le,https://www.kaggle.com/quocnle,expert,0,1,1,181
tiger1991223,https://www.kaggle.com/xioliang,expert,0,0,2,181
Kingsfield,https://www.kaggle.com/kingsfield,master,3,0,3,180
Leonardo,https://www.kaggle.com/leolix,expert,0,2,0,180
henri,https://www.kaggle.com/henridwyer,expert,0,1,1,180
willkurt,https://www.kaggle.com/willkurt,master,1,4,2,179
Rongkai Xia,https://www.kaggle.com/rongkaixia,master,1,3,0,179
Canthony,https://www.kaggle.com/cvarrichio,expert,0,3,1,179
WaterBear,https://www.kaggle.com/waterbears,master,1,2,1,179
Karol J. Piczak,https://www.kaggle.com/karolpiczak,expert,0,0,3,179
nils,https://www.kaggle.com/hasselmann,expert,0,2,0,179
Florent Buisson,https://www.kaggle.com/florentbuisson,expert,0,0,2,179
Abhishek,https://www.kaggle.com/abhisheknrl,expert,0,2,0,179
RyanChao,https://www.kaggle.com/ryanchao2012,expert,0,1,1,179
Sigurd,https://www.kaggle.com/sigurd,expert,1,1,0,178
Alexander Kirillov,https://www.kaggle.com/akirillov,expert,0,3,1,177
Ilya,https://www.kaggle.com/ilyakor,expert,0,1,1,177
Evgeny Sokolov,https://www.kaggle.com/evgsokolov,expert,0,2,0,177
Chase,https://www.kaggle.com/chaseos,master,2,1,2,177
Miquel Teixidó,https://www.kaggle.com/mteixido,expert,0,1,1,177
Apophenia,https://www.kaggle.com/apophenia,expert,0,2,1,176
ark2003,https://www.kaggle.com/akherlopian,expert,0,2,0,176
MultiLayerPerceptron,https://www.kaggle.com/aliziat,expert,0,1,1,176
Permutation,https://www.kaggle.com/swamygok,expert,0,1,1,176
nlubchenco,https://www.kaggle.com/nlubchenco,expert,0,1,2,175
RandomForestRanger,https://www.kaggle.com/randomforestranger,master,2,0,1,175
axt,https://www.kaggle.com/axtaxt,expert,0,1,2,175
Punit,https://www.kaggle.com/punits,expert,0,0,2,175
Sai Kumar Arava,https://www.kaggle.com/saikumararava,expert,0,2,0,174
nibbler,https://www.kaggle.com/nibbler,expert,0,1,1,174
Wen,https://www.kaggle.com/wenlianghe,expert,0,2,0,174
Sunil,https://www.kaggle.com/skp123,expert,0,2,4,173
T. Johnson,https://www.kaggle.com/tjohnson314,expert,0,1,1,173
Marco Trülzsch,https://www.kaggle.com/marcotruelzsch,expert,0,1,1,173
jlef,https://www.kaggle.com/jlefas,expert,0,0,3,173
spacemanspiff,https://www.kaggle.com/jordicohen,expert,0,1,1,173
MW,https://www.kaggle.com/watterm,expert,0,0,2,173
rcdong,https://www.kaggle.com/rcdong,expert,0,1,1,173
JakeM,https://www.kaggle.com/jakemagner,expert,0,3,0,172
bpkindo,https://www.kaggle.com/bpkindo,expert,0,1,1,172
banyan,https://www.kaggle.com/banyan,master,1,1,1,172
Frantic,https://www.kaggle.com/frantic,expert,0,2,0,172
klapod,https://www.kaggle.com/klapod,expert,0,2,0,172
dkyang,https://www.kaggle.com/dkyang,expert,0,0,2,172
abayowbo,https://www.kaggle.com/abayowbo,expert,0,0,2,172
XihuanZeng,https://www.kaggle.com/xihuanzeng,expert,0,0,2,172
Michael,https://www.kaggle.com/michael32,expert,0,1,2,171
Lonely at the Top,https://www.kaggle.com/lonelyatthetop,expert,1,0,1,171
neuron,https://www.kaggle.com/kumaran5555,expert,0,1,1,171
Jeff Heaton,https://www.kaggle.com/jeffheaton,expert,0,0,2,171
Matt Wescott,https://www.kaggle.com/mattwescott,master,1,0,1,170
Jesus Fernandez-Bes,https://www.kaggle.com/jesusfbes,expert,0,0,4,170
Walter Meng,https://www.kaggle.com/waltermeng,expert,0,0,2,170
convexOpt,https://www.kaggle.com/convexopt,expert,0,2,2,170
PraveenDeorani,https://www.kaggle.com/deorani,expert,0,0,2,170
netlab,https://www.kaggle.com/netlab,expert,0,1,1,170
Gabriel,https://www.kaggle.com/frull70,expert,0,1,1,170
Vishal Chauhan,https://www.kaggle.com/vishallc,expert,0,0,2,170
Chris Raimondi,https://www.kaggle.com/chrisraimondi,master,3,2,2,169
kosklain,https://www.kaggle.com/kosklain,expert,0,2,2,169
Eric Jackson,https://www.kaggle.com/onemillionmonkeys,master,1,3,1,168
Daniel Velkov,https://www.kaggle.com/dvelkov,master,2,3,0,168
Dylan Friedmann,https://www.kaggle.com/dylanjf,expert,0,1,2,168
FilouWS,https://www.kaggle.com/filouws,expert,0,1,2,168
vsmnv,https://www.kaggle.com/vssmnv,expert,0,2,1,167
MVino,https://www.kaggle.com/mvino1,master,1,0,1,167
Amit,https://www.kaggle.com/shavitamit,expert,0,0,2,167
Hahahaha,https://www.kaggle.com/gdfishhannah,expert,0,1,1,167
D33B,https://www.kaggle.com/eldeeb,expert,0,2,3,166
a2b,https://www.kaggle.com/aabceh,expert,0,1,1,166
gstieger,https://www.kaggle.com/gstieger,expert,0,1,1,165
TotalNovice,https://www.kaggle.com/totalnovice,expert,0,1,1,165
JSvo,https://www.kaggle.com/jeffsvoboda,expert,0,1,1,165
ApaarS,https://www.kaggle.com/apaars,expert,0,1,1,165
fohjoh,https://www.kaggle.com/fohjoh,expert,0,1,1,165
lscholten,https://www.kaggle.com/luukscholten,expert,0,2,0,165
Chris Loy,https://www.kaggle.com/chrisloy,expert,0,0,2,165
hypertext,https://www.kaggle.com/hypertext,master,3,1,0,164
msla,https://www.kaggle.com/msla43883,master,3,1,0,164
BigOld,https://www.kaggle.com/bigold,master,3,1,0,164
luscus,https://www.kaggle.com/luscus,master,1,2,0,164
Marius Popescu,https://www.kaggle.com/mariuspopescu,master,1,1,0,164
dima42,https://www.kaggle.com/dima42,expert,1,1,0,164
Stefano Fabri,https://www.kaggle.com/bhacks,expert,0,1,1,164
Antonella Cascitelli,https://www.kaggle.com/antonellacascitelli,expert,0,1,1,164
Manuele Tamburrano,https://www.kaggle.com/mtamburrano,expert,0,1,1,164
Haru Sanu,https://www.kaggle.com/sanuharu,expert,0,1,1,164
solaz,https://www.kaggle.com/msolhab,expert,0,0,3,163
includeme,https://www.kaggle.com/includeme,expert,0,0,2,163
VCTQ,https://www.kaggle.com/qtneverwin,expert,0,1,1,163
JJ-ATRG,https://www.kaggle.com/jchoquehuancaz,master,1,2,1,162
Bram,https://www.kaggle.com/bram278806,expert,1,0,1,162
Uwe Dick,https://www.kaggle.com/uwedick,expert,0,1,1,162
XG Han,https://www.kaggle.com/xiaoganghan,expert,0,1,1,161
CMorton,https://www.kaggle.com/cmorton,expert,0,2,0,161
Jack Shih Tzu,https://www.kaggle.com/tbrichie,expert,1,0,2,161
steiml,https://www.kaggle.com/steiml,expert,0,0,2,161
Jiaju Yan,https://www.kaggle.com/jiajuyan,expert,0,1,2,160
Rahul Gupta,https://www.kaggle.com/rahulguptaa,expert,0,1,1,160
Diba,https://www.kaggle.com/diba202160,expert,1,0,1,160
Chris Curro,https://www.kaggle.com/ccurro,expert,0,2,0,160
Timothy Teräväinen,https://www.kaggle.com/tteravai,expert,0,1,2,159
Kendrick Boyd,https://www.kaggle.com/kendrickboyd,master,1,1,0,159
yi,https://www.kaggle.com/btysgsjz,expert,0,1,1,159
Chris,https://www.kaggle.com/chri55c,expert,0,1,2,158
deassis,https://www.kaggle.com/deassis,master,2,4,0,158
tsendeemts,https://www.kaggle.com/tsendeemts,expert,0,0,3,158
hero_fan,https://www.kaggle.com/herofan,expert,0,2,1,158
ThePawn,https://www.kaggle.com/thepawn,expert,0,2,2,158
totoro,https://www.kaggle.com/totoro,expert,0,1,1,158
fernando nogueira,https://www.kaggle.com/fnogueira,expert,0,0,3,158
LieCOS,https://www.kaggle.com/liecos,expert,0,1,1,158
Xmael,https://www.kaggle.com/ismael,expert,0,1,1,158
Rustico Danan IV,https://www.kaggle.com/rusticodanan,expert,0,0,2,158
Liable Miner,https://www.kaggle.com/liableminer,expert,0,1,1,157
Chamendri,https://www.kaggle.com/chamendri,expert,0,0,2,157
EvaG,https://www.kaggle.com/evag38046,master,1,1,0,156
h3wang,https://www.kaggle.com/h3wang,expert,0,2,0,156
jjward,https://www.kaggle.com/jjward,expert,0,0,2,156
Sharan,https://www.kaggle.com/rsharankumar,expert,0,1,1,155
Claus,https://www.kaggle.com/lvraikkonen,expert,0,0,2,155
głaz z duszą,https://www.kaggle.com/johnasselta,expert,0,1,1,155
Christophe Hivert,https://www.kaggle.com/entylop,expert,1,1,0,154
Brian Cheung,https://www.kaggle.com/briancheung,master,2,0,1,154
ArcaneLord,https://www.kaggle.com/ekandrot,expert,0,0,2,154
yuenking,https://www.kaggle.com/yuenking,master,2,2,2,154
MMP,https://www.kaggle.com/mattes,expert,0,2,1,154
James Ma,https://www.kaggle.com/saavyshopper,expert,0,0,3,154
Nico de Vos,https://www.kaggle.com/njdevos,expert,0,3,2,154
chuan92,https://www.kaggle.com/chuan92,expert,0,1,1,154
VijaySathish,https://www.kaggle.com/vijaysathish,expert,0,0,2,154
Amit Juneja,https://www.kaggle.com/amitjuneja,expert,0,3,0,153
Navdeep Jaitly,https://www.kaggle.com/navdeepjaitly,master,2,0,0,153
Mango,https://www.kaggle.com/mango21,expert,0,0,2,153
RobertW,https://www.kaggle.com/rwieczor,master,1,2,5,152
Bram Boroson,https://www.kaggle.com/bramboro,expert,0,2,0,152
Vito Limandibhrata,https://www.kaggle.com/vitolee,expert,0,2,2,152
Ike Okonkwo,https://www.kaggle.com/atreides,expert,0,0,3,152
Mike Cunha,https://www.kaggle.com/mikecunha,expert,0,2,3,152
phoneix,https://www.kaggle.com/phoneix,master,2,1,0,152
Psyho,https://www.kaggle.com/fakepsyho,expert,0,2,1,152
Zhu Xilu,https://www.kaggle.com/nickjoo,expert,0,1,1,152
Vateesh Chand,https://www.kaggle.com/vateeshc,expert,0,1,2,151
geyap,https://www.kaggle.com/ghimengyap,expert,1,0,2,151
PingPing,https://www.kaggle.com/pingping,expert,0,1,2,151
Hrant Khachatrian,https://www.kaggle.com/hrantkhachatrian,expert,0,1,1,151
Pedro Alves,https://www.kaggle.com/palves,expert,0,1,2,150
linus,https://www.kaggle.com/linus0,expert,1,0,2,150
Alex Stephens,https://www.kaggle.com/alexstephens,expert,0,2,0,150
Wush Wu,https://www.kaggle.com/wush978,expert,1,1,0,150
jsn13,https://www.kaggle.com/jsn1313,master,1,1,0,150
JMY!!,https://www.kaggle.com/jimmykuo,expert,2,0,1,150
AliNarimani,https://www.kaggle.com/anarimani,expert,0,1,1,150
ThomasPerrais,https://www.kaggle.com/thomasperrais,expert,0,0,2,150
Justin Fister,https://www.kaggle.com/jfister,master,2,1,0,149
Oleg Kharatsidi,https://www.kaggle.com/olegkharatsidi,expert,0,2,2,149
kungvu,https://www.kaggle.com/vuptran,expert,0,1,1,149
Alexandre Millot,https://www.kaggle.com/alexsad,expert,0,2,1,149
Yashka,https://www.kaggle.com/yashka,expert,0,0,2,149
Ivan Guz,https://www.kaggle.com/ivanguz,expert,0,5,0,148
badgley,https://www.kaggle.com/badgley,expert,0,1,1,148
Jiefei Li,https://www.kaggle.com/lijiefei,master,2,2,1,148
Jonathan Anderson,https://www.kaggle.com/jontis,expert,0,0,3,148
souvlaki,https://www.kaggle.com/whengraduate,master,2,1,0,148
Hanno,https://www.kaggle.com/nickau,expert,0,0,3,148
Anton Kochnev,https://www.kaggle.com/akochnev,expert,0,2,0,148
bremopoy,https://www.kaggle.com/bremopoy,expert,0,1,3,147
Gabe,https://www.kaggle.com/gkronber,expert,0,3,1,147
Kevin Keraudren,https://www.kaggle.com/kevinkeraudren,expert,0,0,2,147
D Lyzer,https://www.kaggle.com/dlyzer,expert,0,0,2,147
Konstantinos Makantasis,https://www.kaggle.com/kmakantasis,expert,0,2,0,147
StephenBydawell,https://www.kaggle.com/stephenbydawell,expert,0,0,2,147
cliff,https://www.kaggle.com/cliftonphua,expert,1,1,0,146
Yannick Martel,https://www.kaggle.com/martely,expert,0,1,1,146
reicja,https://www.kaggle.com/reicja,expert,0,2,0,146
skew,https://www.kaggle.com/nunoskew,expert,0,1,3,145
Dames,https://www.kaggle.com/damianfondevila,expert,0,0,3,145
Pablo Rios,https://www.kaggle.com/pablorios,expert,0,0,3,145
Mohit,https://www.kaggle.com/mohitsd,expert,0,0,2,145
vdaniloff,https://www.kaggle.com/vdaniloff,master,1,1,1,144
Eric Hendey,https://www.kaggle.com/erichendey,master,2,0,3,144
Maxime Fournes,https://www.kaggle.com/anticycle,expert,0,1,1,144
Zhiyang Hu,https://www.kaggle.com/zhiyanghu,expert,0,2,0,144
MaxTan0123,https://www.kaggle.com/maxtan0123,expert,0,1,1,144
syntax,https://www.kaggle.com/alexscheelmeyer,master,1,1,1,143
Sergey Arkhangelskiy,https://www.kaggle.com/vertix,expert,0,1,1,143
drewxa,https://www.kaggle.com/drewxa,expert,0,0,2,143
Badgers,https://www.kaggle.com/badgers,expert,0,0,3,142
utdiscant,https://www.kaggle.com/utdiscant,expert,0,1,3,142
Tim Veitch,https://www.kaggle.com/timveitch,master,1,3,1,142
Ren Z,https://www.kaggle.com/renz85,expert,0,1,2,142
apurdy,https://www.kaggle.com/apurdy,expert,0,1,1,142
October,https://www.kaggle.com/peter78789,master,2,0,0,142
j,https://www.kaggle.com/j8177258,expert,0,3,0,142
acidtobi,https://www.kaggle.com/acidtobi,expert,0,0,3,142
KyoungsunJin,https://www.kaggle.com/bluejin7,expert,0,0,2,142
MaBu,https://www.kaggle.com/marbur,master,2,2,1,141
junwang,https://www.kaggle.com/junwang09,expert,0,1,2,141
waggle,https://www.kaggle.com/waggle,expert,0,2,0,141
Andrea_Capozio,https://www.kaggle.com/highlander88,expert,0,0,2,141
shivangibansal,https://www.kaggle.com/shivangibansal,expert,0,0,2,141
Anatoly,https://www.kaggle.com/anatolynsk,expert,0,2,0,141
dalz,https://www.kaggle.com/dsakagi,expert,0,2,2,140
Skyly,https://www.kaggle.com/ntuskyly,master,2,0,1,140
r44,https://www.kaggle.com/r4497366,master,2,0,1,140
Louis Dacquet,https://www.kaggle.com/louisdacquet,expert,0,1,1,140
Tinkerer,https://www.kaggle.com/oliviermoliner,expert,1,1,0,139
la_ouiche,https://www.kaggle.com/keberhard,expert,0,0,2,139
Hutchinson Hatch,https://www.kaggle.com/hutchinsonhatch,expert,0,0,2,139
Anton Kutafin,https://www.kaggle.com/antonkutafin,expert,0,0,2,139
seyab,https://www.kaggle.com/aasantos,expert,0,0,2,138
WorkingKnowledge,https://www.kaggle.com/workingknowledge,master,1,2,0,138
xwang,https://www.kaggle.com/xwangstat,expert,0,1,1,138
Bmax,https://www.kaggle.com/bmax192286,expert,1,0,1,138
Johannes Höhne,https://www.kaggle.com/jhoehne,expert,0,1,1,138
Ty S.,https://www.kaggle.com/trojanrabbit,expert,0,0,2,137
Philips Kokoh Prasetyo,https://www.kaggle.com/philipskokoh,expert,0,5,0,137
Maciej Witkowiak,https://www.kaggle.com/ytmytm,expert,0,1,1,137
Jabawack,https://www.kaggle.com/emilioferrara,expert,0,1,1,137
kaka,https://www.kaggle.com/kaka5124808,expert,0,2,1,137
RandomForestGump,https://www.kaggle.com/shashankc,expert,0,1,1,137
Daniel Boland,https://www.kaggle.com/dcboland,expert,0,1,1,137
Mike Scarpati,https://www.kaggle.com/mikescarpati,expert,0,2,2,136
